Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1784257424,50,,Aggregated,24.300000,0.100000,1000,1000,1000,1100,3000,3100,3100,3100,3100,3100,3100,424,60,1010.9942620001675,1358.4971882500245,1010.9942620001675,3095.811293999759,276.0518867924528
1784257425,50,,Aggregated,24.200000,0.200000,1000,1000,1000,1000,3000,3100,3100,3100,3100,3100,3100,457,60,1010.9942620001675,1336.6622308096516,1010.9942620001675,3095.811293999759,277.9387308533917
1784257426,50,,Aggregated,24.500000,0.400000,1000,1000,1000,1000,3000,3100,3100,3100,3100,3100,3100,474,60,1010.9942620001675,1325.2282253164742,1010.9942620001675,3095.811293999759,278.8523206751055
1784257427,50,,Aggregated,24.800000,0.400000,1000,1000,1000,1000,3000,3100,3100,3100,3100,3100,3100,500,60,1010.941964000267,1309.0925687820204,1010.941964000267,3095.811293999759,280.18
1784257428,50,,Aggregated,24.900000,0.400000,1000,1000,1000,1000,3000,3100,3100,3100,3100,3100,3100,524,60,1010.941964000267,1295.624111093526,1010.941964000267,3095.811293999759,280.7175572519084
1784257429,50,,Aggregated,24.500000,0.300000,1000,1000,1000,1000,3000,3100,3100,3100,3100,3100,3100,550,60,1010.527737999837,1282.4157659945565,1010.527737999837,3095.811293999759,282.9818181818182
1784257430,50,,Aggregated,25.000000,0.300000,1000,1000,1000,1000,3000,3100,3100,3100,3100,3100,3100,578,60,1010.0966700001663,1269.6397037162794,1010.0966700001663,3095.811293999759,283.29065743944636
1784257431,50,,Aggregated,24.900000,0.300000,1000,1000,1000,1000,3000,3100,3100,3100,3100,3100,3100,598,60,1009.7050249996755,1261.5846023461706,1009.7050249996755,3095.811293999759,283.6989966555184
1784257432,50,,Aggregated,24.200000,0.300000,1000,1000,1000,1000,2700,3100,3100,3100,3100,3100,3100,631,61,1009.7050249996755,1254.1381950317136,1009.7050249996755,3095.811293999759,285.73851030110933
1784257433,50,,Aggregated,25.100000,0.300000,1000,1000,1000,1000,2700,3100,3100,3100,3100,3100,3100,643,61,1009.7050249996755,1249.6830184541413,1009.7050249996755,3095.811293999759,286.6391912908243
1784257434,50,,Aggregated,24.500000,0.400000,1000,1000,1000,1000,2500,3100,3100,3100,3100,3100,3100,677,61,1009.7050249996755,1237.8857840797814,1009.7050249996755,3095.811293999759,288.72230428360416
1784257435,50,,Aggregated,25.500000,0.300000,1000,1000,1000,1000,2400,3100,3100,3100,3100,3100,3100,701,61,1009.7050249996755,1230.2487884593615,1009.7050249996755,3095.811293999759,290.0299572039943
1784257436,50,,Aggregated,24.600000,0.100000,1000,1000,1000,1000,2300,3100,3100,3100,3100,3100,3100,728,61,1009.7050249996755,1222.3076879656753,1009.7050249996755,3095.811293999759,290.38324175824175
1784257437,50,,Aggregated,24.900000,0.100000,1000,1000,1000,1000,2200,3100,3100,3100,3100,3100,3100,749,61,1009.7050249996755,1216.5154561615652,1009.7050249996755,3095.811293999759,290.81842456608814
1784257438,50,,Aggregated,24.100000,0.100000,1000,1000,1000,1000,1700,3100,3100,3100,3100,3100,3100,771,62,1009.7050249996755,1213.3895578729098,1009.7050249996755,3095.811293999759,291.47600518806746
1784257439,50,,Aggregated,25.200000,0.100000,1000,1000,1000,1000,1400,3000,3100,3100,3100,3100,3100,794,62,1009.7050249996755,1207.6333719962388,1009.7050249996755,3095.811293999759,292.0528967254408
1784257440,50,,Aggregated,23.900000,0.100000,1000,1000,1000,1000,1200,3000,3100,3100,3100,3100,3100,823,63,1009.7050249996755,1203.2878529951563,1009.7050249996755,3095.811293999759,292.55528554070474
1784257441,50,,Aggregated,24.900000,0.200000,1000,1000,1000,1000,1200,3000,3100,3100,3100,3100,3100,844,63,1009.7050249996755,1198.6051707464615,1009.7050249996755,3095.811293999759,293.3376777251185
1784257442,50,,Aggregated,24.700000,0.200000,1000,1000,1000,1000,1100,3000,3100,3100,3100,3100,3100,865,63,1009.7050249996755,1194.4331044370076,1009.7050249996755,3095.811293999759,293.9317919075144
1784257443,50,,Aggregated,24.700000,0.300000,1000,1000,1000,1000,1100,3000,3100,3100,3100,3100,3100,892,63,1009.7050249996755,1189.0464035997886,1009.7050249996755,3095.811293999759,294.57286995515693
1784257444,50,,Aggregated,24.400000,0.200000,1000,1000,1000,1000,1100,3000,3100,3100,3100,3100,3100,916,66,1009.7050249996755,1191.1906115349489,1009.7050249996755,3095.811293999759,293.9366812227074
1784257445,50,,Aggregated,24.200000,0.200000,1000,1000,1000,1000,1100,3000,3100,3100,3100,3100,3100,941,67,1009.7050249996755,1188.711381163671,1009.7050249996755,3095.811293999759,294.2221041445271
1784257446,50,,Aggregated,24.000000,0.200000,1000,1000,1000,1000,1100,3000,3100,3100,3100,3100,3100,965,67,1009.7050249996755,1184.459247695354,1009.7050249996755,3095.811293999759,295.2113989637306
1784257447,50,,Aggregated,24.500000,0.500000,1000,1000,1000,1000,1100,3000,3100,3100,3100,3100,3100,992,67,1009.7050249996755,1181.0596482177627,1009.7050249996755,3095.811293999759,296.13608870967744
1784257448,50,,Aggregated,24.500000,0.600000,1000,1000,1000,1000,1100,3000,3100,3100,3100,3100,3100,1013,67,1009.7050249996755,1177.6342156584603,1009.7050249996755,3095.811293999759,296.3385982230997
1784257449,50,,Aggregated,24.000000,0.600000,1000,1000,1000,1000,1100,3000,3100,3100,3100,3100,3100,1040,67,1009.7050249996755,1173.4473223288671,1009.7050249996755,3095.811293999759,296.9509615384615
1784257450,50,,Aggregated,24.900000,0.600000,1000,1000,1000,1000,1100,3000,3100,3100,3100,3100,3100,1062,67,1009.7050249996755,1170.1568938069854,1009.7050249996755,3095.811293999759,297.2570621468927
1784257451,50,,Aggregated,23.700000,0.500000,1000,1000,1000,1000,1100,3000,3100,3100,3100,3100,3100,1088,67,1009.7050249996755,1166.4507818005673,1009.7050249996755,3095.811293999759,298.81525735294116
1784257452,50,,Aggregated,24.600000,0.500000,1000,1000,1000,1000,1100,3000,3100,3100,3100,3100,3100,1114,67,1009.7050249996755,1163.216910727125,1009.7050249996755,3095.811293999759,299.32226211849195
1784257453,50,,Aggregated,24.000000,0.400000,1000,1000,1000,1000,1100,3000,3100,3100,3100,3100,3100,1136,67,1009.7050249996755,1160.4554151417417,1009.7050249996755,3095.811293999759,299.59771126760563
1784257454,50,,Aggregated,24.800000,0.400000,1000,1000,1000,1000,1100,3000,3100,3100,3100,3100,3100,1163,67,1009.7050249996755,1157.0522714866902,1009.7050249996755,3095.811293999759,299.6741186586414
1784257455,50,,Aggregated,24.300000,0.400000,1000,1000,1000,1000,1000,3000,3100,3100,3100,3100,3100,1186,67,1009.7050249996755,1154.3033253077745,1009.7050249996755,3095.811293999759,299.40387858347384
1784257456,50,,Aggregated,24.600000,0.400000,1000,1000,1000,1000,1000,3000,3100,3100,3100,3100,3100,1207,67,1009.7050249996755,1151.902076082039,1009.7050249996755,3095.811293999759,299.16901408450707
1784257457,50,,Aggregated,24.000000,0.100000,1000,1000,1000,1000,1000,3000,3100,3100,3100,3100,3100,1238,67,1009.7050249996755,1148.501866988711,1009.7050249996755,3095.811293999759,299.4757673667205
